frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
0,0,[0.0 0.0 1271.9755859375 741.2349853515625],[318.4922180175781 406.525146484375 1063.391845703125 628.2449951171875],0.447642058134079,3DG333KL,0.9534775414511699
frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
0,0,[0 0 0 0],[217.38232421875 362.37969970703125 1098.201171875 594.4089965820312],0.7154410481452942,KL 07 DE 5432,0.8280204005329066
frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
0,0,[362.02435302734375 0.9304748773574829 626.8689575195312 393.7940368652344],[59.53387451171875 104.88488006591797 401.28094482421875 208.3542938232422],0.6743720173835754,KL 0 LAB 6771,0.7363621494078701
frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
0,0,[0.0 0.0 1271.9755859375 741.2349853515625],[318.4922180175781 406.525146484375 1063.391845703125 628.2449951171875],0.447642058134079,3DG333KL,0.9534775414511699
frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
0,0,[0.0 0.0 1271.9755859375 741.2349853515625],[318.4922180175781 406.525146484375 1063.391845703125 628.2449951171875],0.447642058134079,3DG333KL,0.9534775414511699
frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
0,0,[0.0 0.0 1271.9755859375 741.2349853515625],[318.4922180175781 406.525146484375 1063.391845703125 628.2449951171875],0.447642058134079,3DG333KL,0.9534775414511699
frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
0,0,[0.0 0.0 1271.9755859375 741.2349853515625],[318.4922180175781 406.525146484375 1063.391845703125 628.2449951171875],0.447642058134079,3DG333KL,0.9534775414511699
frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
0,0,[0 0 0 0],[217.38232421875 362.37969970703125 1098.201171875 594.4089965820312],0.7154410481452942,KL 07 DE 5432,0.8280204005329066
frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
0,0,[0 0 0 0],[217.38232421875 362.37969970703125 1098.201171875 594.4089965820312],0.7154410481452942,KL 07 DE 5432,0.8280204005329066
frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
0,0,[0 0 0 0],[172.69119262695312 321.9964599609375 1037.9462890625 543.779052734375],0.6026239991188049,KL 30 G 4878,0.9513534750051362
frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
0,0,[0.0 0.0 1271.9755859375 741.2349853515625],[318.4922180175781 406.525146484375 1063.391845703125 628.2449951171875],0.447642058134079,3DG333KL,0.9534775414511699
frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
0,0,[0.0 0.0 1271.9755859375 741.2349853515625],[318.4922180175781 406.525146484375 1063.391845703125 628.2449951171875],0.447642058134079,3DG333KL,0.9534775414511699
frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
0,0,[0.0 0.0 1271.9755859375 741.2349853515625],[318.4922180175781 406.525146484375 1063.391845703125 628.2449951171875],0.447642058134079,3DG333,0.9311082661151886
frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
0,0,[0.0 0.0 1271.9755859375 741.2349853515625],[318.4922180175781 406.525146484375 1063.391845703125 628.2449951171875],0.447642058134079,3DG333KL,0.9534776407922445
frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
0,0,[0 0 0 0],[172.69119262695312 321.9964599609375 1037.9462890625 543.779052734375],0.602624237537384,KL 30 G 4878,0.9513534368744647
frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
0,0,[1.7513427734375 0.0 1263.125732421875 677.5281982421875],[246.12265014648438 298.7012939453125 1076.3204345703125 529.5115966796875],0.4678806662559509,KL 07 DD 8765,0.6125493695171386
frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
0,0,[0.0 0.0 1271.9755859375 741.2349853515625],[318.4922180175781 406.525146484375 1063.391845703125 628.2449951171875],0.447642058134079,3DG333KL,0.9534776407922445
frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
0,0,[278.2440185546875 7.680511474609375 3763.60791015625 1994.276611328125],[1165.5482177734375 1152.0938720703125 3150.642822265625 1694.3134765625],0.6164912581443787,KL30G333,0.92074066398594
frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
0,0,[65.01380157470703 167.5988006591797 703.7283325195312 527.898681640625],[207.56773376464844 44.92026901245117 543.6300659179688 144.62875366210938],0.6847058534622192,KL 07 CB 6865,0.7013994594641155
frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
0,0,[12.93292236328125 0.6723266839981079 689.2179565429688 461.40985107421875],[79.22115325927734 188.89845275878906 609.6060180664062 341.9498596191406],0.8233246803283691,KL 07 CW 8558,0.5372405077098253
1,1,[12.93292236328125 0.6723266839981079 689.2179565429688 461.40985107421875],[222.7534942626953 192.9620819091797 597.1258544921875 330.1986999511719],0.37479496002197266,DZCHB558],0.38408495470465787
frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
0,0,[0.0 5.555657863616943 694.6055908203125 501.2413024902344],[133.75340270996094 221.989990234375 579.6502075195312 353.96240234375],0.7599753141403198,KLL3N2000,0.8082782270947896
frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
0,0,[1.163244605064392 2.744091749191284 587.0524291992188 523.6846313476562],[77.29131317138672 190.29412841796875 662.4078369140625 347.9337158203125],0.7091363668441772,KL07DCZDGDCOASTAL5TAR,0.6628652490574433
frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
0,0,[0 0 0 0],[59.365760803222656 164.40176391601562 699.2274169921875 326.2325744628906],0.7414177656173706,K4070C7090,0.8794636204332399
frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
0,0,[0 0 0 0],[48.04450225830078 159.2301788330078 639.4800415039062 314.2265930175781],0.713596522808075,KL 07 DC 7090,0.5545344400193022
frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
0,0,[0 0 0 0],[23.137731552124023 186.2427520751953 697.9049072265625 372.74591064453125],0.27089816331863403,MERCEDES8EN2,0.850297902234354
frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
0,0,[0 0 0 0],[117.3044204711914 167.61448669433594 613.662109375 295.7176513671875],0.6641503572463989,ERCEDCE0CP,0.06438607452230694
frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
0,0,[283.179443359375 0.11487427353858948 484.3606262207031 167.96302795410156],[95.94935607910156 188.33840942382812 680.2041625976562 327.92266845703125],0.35355764627456665,MCRCEDES8EN2,0.6780548416423455
frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
0,0,[0 0 0 0],[71.66281127929688 143.03692626953125 673.7443237304688 297.7637023925781],0.6115577816963196,MERCEDCS8EN2,0.549677990794878
frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
0,0,[0.6861572265625 0.7676635980606079 699.9861450195312 332.2936096191406],[137.0716552734375 147.33668518066406 646.162353515625 286.6059875488281],0.4357040822505951,KL 07 D 0876,0.33917003768401627
frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
0,0,[0 0 0 0],[158.7139434814453 217.65501403808594 550.564453125 336.19232177734375],0.5901989936828613,KL 07 DD 8765,0.373665986339268
frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
0,0,[0 0 0 0],[152.05325317382812 180.3229217529297 620.6544799804688 320.23193359375],0.639939546585083,KL 02 DF 5555,0.23503521684095097
frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
0,0,[150.3589324951172 85.5595932006836 633.2359619140625 526.7898559570312],[203.8455352783203 233.95591735839844 510.25360107421875 316.13458251953125],0.4153202772140503,KL 02 DF 5555,0.7509258527676539
frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
0,0,[173.27565002441406 116.9607925415039 657.494140625 491.36968994140625],[234.4467315673828 216.86618041992188 558.54345703125 303.59576416015625],0.5112006664276123,KL 02 DF 5555,0.7469625521460377
frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
0,0,[0 0 0 0],[191.1090850830078 266.653564453125 551.43310546875 370.668212890625],0.5729309320449829,MCRCCDCZRRU2,0.06745035384236486
frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
0,0,[276.09808349609375 17.26481056213379 467.3187561035156 184.57965087890625],[71.68791961669922 211.51853942871094 662.7526245117188 364.10052490234375],0.5749306678771973,MERCEDES8EN2,0.5986776948215056
frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
0,0,[280.1793518066406 49.169410705566406 458.98388671875 208.34133911132812],[99.86991882324219 222.083251953125 622.15380859375 359.2565612792969],0.6972761154174805,KL39V444MCRCCDCS0EP7,0.7308689511300174
frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
0,0,[80.4979248046875 16.263370513916016 697.665771484375 496.3265075683594],[160.47532653808594 225.47637939453125 661.4302978515625 349.40155029296875],0.4627060890197754,MERCCDESPRM2,0.8099169065813414
frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
0,0,[0 0 0 0],[59.068267822265625 161.8232421875 698.1824951171875 323.61541748046875],0.7041400671005249,KL 07 DC 7090,0.5223554699055363
frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
0,0,[0 0 0 0],[39.44779586791992 278.503662109375 704.0 467.7590026855469],0.28687164187431335,MERCEDES8EN2,0.9630996681524167
frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
0,0,[3.305773973464966 8.748806953430176 697.5814208984375 515.0258178710938],[4.9508056640625 276.54852294921875 704.0 458.6706237792969],0.40388503670692444,MERCEDES8EN2,0.748768030703128
frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
0,0,[0 0 0 0],[31.694456100463867 119.5761947631836 496.6598205566406 254.40341186523438],0.4128343462944031,MCRCCDC58N,0.17608671090170608
frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
0,0,[0 0 0 0],[91.89707946777344 112.66429901123047 587.2288818359375 256.11370849609375],0.6006740927696228,MCNRDE58RJ,0.1487704847834988
frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
0,0,[201.5455322265625 48.839420318603516 404.6933898925781 177.451171875],[226.43228149414062 185.89895629882812 614.5706176757812 311.57769775390625],0.5387414693832397,KL39V444,0.9526198104989847
1,1,[201.5455322265625 48.839420318603516 404.6933898925781 177.451171875],[245.26832580566406 207.26174926757812 593.8477172851562 304.7947082519531],0.2840890884399414,KL39V444,0.8518692812310299
frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
0,0,[15.51910400390625 14.208624839782715 703.0795288085938 392.6247253417969],[118.19088745117188 161.7483367919922 555.26513671875 295.3110656738281],0.7350412011146545,KL 07 DC 7090,0.6899230292645552
frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
0,0,[133.4647674560547 1.5115264654159546 701.0791015625 324.7872619628906],[284.77130126953125 139.29782104492188 564.0918579101562 219.0772705078125],0.6315454840660095,KL 07 DC 7090,0.5244445949305169
frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
0,0,[0.423208624124527 256.7909851074219 241.5452117919922 496.1288146972656],[299.1383056640625 178.02886962890625 550.3245849609375 246.82351684570312],0.2539011240005493,KL 07 DE 5555,0.7330722254584677
frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
0,0,[300.9405212402344 412.068359375 528.6211547851562 480.15631103515625],[235.10305786132812 152.33663940429688 595.478759765625 286.77569580078125],0.6512353420257568,CN0KLOZDFS555),0.3696265573176843
frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
0,0,[586.3079223632812 450.07666015625 703.7615356445312 507.0577697753906],[139.6526641845703 117.99383544921875 545.943115234375 248.27125549316406],0.6498802900314331,KL 07 DF 5555,0.06543907201361006
frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
0,0,[183.10504150390625 174.054931640625 604.6995239257812 428.53741455078125],[247.0442657470703 263.3776550292969 514.0096435546875 339.0163269042969],0.5993323922157288,KL 05 BD 3004,0.857318934117925
frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
0,0,[628.5465698242188 477.2457275390625 703.6258544921875 527.5977172851562],[186.5791778564453 146.45140075683594 492.6636657714844 222.46969604492188],0.5464526414871216,'KL0SBD3004,0.7151532546474532
frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
0,0,[563.5181884765625 485.8319091796875 684.94140625 527.6273193359375],[138.95335388183594 177.9944305419922 435.5133361816406 249.9625244140625],0.5180408954620361,'KL0SBD3004,0.627135051993361
frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
0,0,[0 0 0 0],[217.38232421875 362.37969970703125 1098.201171875 594.4089965820312],0.7154410481452942,KL 07 DE 5432,0.8280203584660906
frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
0,0,[109.91070556640625 114.61565399169922 649.3810424804688 392.0217590332031],[139.24607849121094 183.7119598388672 564.70849609375 314.0499267578125],0.706387460231781,KL 26 J 7337,0.8772771748082621
